year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,admin,dui,felony,misdemeanor,total,traffic,admin_rate,dui_rate,felony_rate,misdemeanor_rate,total_rate,traffic_rate
2003,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,12117.0,59.0,18.0,63.0,41.0,122.0,0.0,486.9,148.6,519.9,338.4,1006.8,0.0
2003,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,48825.0,165.0,30.0,203.0,75.0,311.0,3.0,337.9,61.4,415.8,153.6,637.0,6.1
2003,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,26882.0,81.0,25.0,65.0,41.0,137.0,6.0,301.3,93.0,241.8,152.5,509.6,22.3
2003,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,27097.0,200.0,67.0,77.0,44.0,194.0,6.0,738.1,247.3,284.2,162.4,715.9,22.1
2003,44,87.0,Johnson,1,Southern,Completely Rural,100.0,15715.0,91.0,7.0,40.0,15.0,63.0,1.0,579.1,44.5,254.5,95.5,400.9,6.4
2003,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,584244.0,2508.0,175.0,1766.0,446.0,2399.0,12.0,429.3,30.0,302.3,76.3,410.6,2.1
2003,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,132604.0,93.0,0.0,560.0,147.0,710.0,3.0,70.1,0.0,422.3,110.9,535.4,2.3
2003,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,85815.0,488.0,57.0,206.0,229.0,512.0,20.0,568.7,66.4,240.1,266.9,596.6,23.3
2003,48,95.0,Knox,9,Central,Mostly Urban,24.3,64942.0,78.0,18.0,133.0,27.0,180.0,2.0,120.1,27.7,204.8,41.6,277.2,3.1
2003,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,863883.0,454.0,112.0,1647.0,1159.0,2924.0,6.0,52.6,13.0,190.7,134.2,338.5,0.7
2003,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,136130.0,271.0,21.0,474.0,157.0,659.0,7.0,199.1,15.4,348.2,115.3,484.1,5.1
2003,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19591.0,169.0,3.0,130.0,102.0,235.0,0.0,862.6,15.3,663.6,520.6,1199.5,0.0
2003,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,42913.0,594.0,40.0,161.0,111.0,338.0,26.0,1384.2,93.2,375.2,258.7,787.6,60.6
2003,53,105.0,Livingston,11,Central,Mostly Urban,40.8,47571.0,327.0,16.0,139.0,69.0,230.0,6.0,687.4,33.6,292.2,145.0,483.5,12.6
2003,54,107.0,Logan,11,Central,Mostly Urban,39.9,36528.0,439.0,31.0,201.0,122.0,360.0,6.0,1201.8,84.9,550.3,334.0,985.5,16.4
2003,55,109.0,McDonough,9,Central,Mostly Urban,29.5,38009.0,46.0,4.0,52.0,14.0,70.0,0.0,121.0,10.5,136.8,36.8,184.2,0.0
2003,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,366395.0,187.0,23.0,420.0,166.0,638.0,29.0,51.0,6.3,114.6,45.3,174.1,7.9
2003,57,113.0,McLean,11,Central,Mostly Urban,16.5,191377.0,393.0,77.0,777.0,219.0,1089.0,16.0,205.4,40.2,406.0,114.4,569.0,8.4
2003,58,115.0,Macon,6,Central,Mostly Urban,15.3,135435.0,381.0,33.0,610.0,147.0,790.0,0.0,281.3,24.4,450.4,108.5,583.3,0.0
2003,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,59483.0,153.0,302.0,238.0,119.0,665.0,6.0,257.2,507.7,400.1,200.1,1118.0,10.1
2003,60,119.0,Madison,3,Southern,Mostly Urban,13.3,322623.0,578.0,7.0,1122.0,196.0,1327.0,2.0,179.2,2.2,347.8,60.8,411.3,0.6
2003,61,121.0,Marion,4,Southern,Mostly Urban,45.1,49780.0,210.0,115.0,290.0,188.0,634.0,41.0,421.9,231.0,582.6,377.7,1273.6,82.4
2003,62,123.0,Marshall,10,Central,Completely Rural,100.0,15739.0,205.0,10.0,35.0,42.0,106.0,19.0,1302.5,63.5,222.4,266.9,673.5,120.7
2003,63,125.0,Mason,8,Central,Mostly Rural,77.5,19253.0,70.0,44.0,78.0,71.0,197.0,4.0,363.6,228.5,405.1,368.8,1023.2,20.8
2003,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18283.0,567.0,33.0,96.0,36.0,172.0,7.0,3101.2,180.5,525.1,196.9,940.8,38.3
2003,65,129.0,Menard,8,Central,Mostly Rural,75.7,15409.0,101.0,13.0,40.0,32.0,88.0,3.0,655.5,84.4,259.6,207.7,571.1,19.5
2003,66,131.0,Mercer,14,Central,Mostly Rural,77.8,20529.0,1.0,10.0,61.0,27.0,100.0,2.0,4.9,48.7,297.1,131.5,487.1,9.7
2003,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,37186.0,165.0,4.0,75.0,3.0,82.0,0.0,443.7,10.8,201.7,8.1,220.5,0.0
2003,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,36581.0,95.0,185.0,125.0,162.0,472.0,0.0,259.7,505.7,341.7,442.9,1290.3,0.0
2003,69,137.0,Morgan,7,Central,Mostly Urban,36.2,43306.0,118.0,163.0,180.0,124.0,484.0,17.0,272.5,376.4,415.6,286.3,1117.6,39.3
2003,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,17646.0,97.0,59.0,70.0,75.0,214.0,10.0,549.7,334.4,396.7,425.0,1212.7,56.7
2003,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,65934.0,434.0,33.0,128.0,130.0,291.0,0.0,658.2,50.1,194.1,197.2,441.4,0.0
2003,72,143.0,Peoria,10,Central,Mostly Urban,14.6,224203.0,3393.0,2.0,894.0,218.0,1169.0,55.0,1513.4,0.9,398.7,97.2,521.4,24.5
2003,73,145.0,Perry,20,Southern,Mostly Urban,43.6,27122.0,269.0,1.0,64.0,31.0,97.0,1.0,991.8,3.7,236.0,114.3,357.6,3.7
2003,74,147.0,Piatt,6,Central,Mostly Rural,67.7,19953.0,75.0,57.0,26.0,88.0,177.0,6.0,375.9,285.7,130.3,441.0,887.1,30.1
2003,75,149.0,Pike,8,Central,Mostly Rural,72.3,20420.0,57.0,17.0,74.0,187.0,304.0,26.0,279.1,83.3,362.4,915.8,1488.7,127.3
2003,76,151.0,Pope,1,Southern,Completely Rural,100.0,5313.0,30.0,17.0,18.0,51.0,110.0,24.0,564.7,320.0,338.8,959.9,2070.4,451.7
2003,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8634.0,125.0,7.0,58.0,29.0,98.0,4.0,1447.8,81.1,671.8,335.9,1135.0,46.3
2003,78,155.0,Putnam,10,Central,Completely Rural,100.0,7411.0,48.0,7.0,27.0,32.0,71.0,5.0,647.7,94.5,364.3,431.8,958.0,67.5
2003,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,39854.0,127.0,3.0,124.0,30.0,158.0,1.0,318.7,7.5,311.1,75.3,396.4,2.5
2003,80,159.0,Richland,2,Southern,Mostly Urban,43.5,19513.0,70.0,43.0,147.0,120.0,332.0,22.0,358.7,220.4,753.3,615.0,1701.4,112.7
2003,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,179027.0,463.0,1048.0,931.0,179.0,2159.0,1.0,258.6,585.4,520.0,100.0,1206.0,0.6
2003,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,323194.0,849.0,63.0,1022.0,199.0,1291.0,7.0,262.7,19.5,316.2,61.6,399.5,2.2
2003,83,165.0,Saline,1,Southern,Mostly Urban,43.7,31845.0,112.0,25.0,156.0,161.0,349.0,7.0,351.7,78.5,489.9,505.6,1095.9,22.0
2003,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,235880.0,1326.0,17.0,545.0,483.0,1047.0,2.0,562.2,7.2,231.0,204.8,443.9,0.8
2003,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,8415.0,0.0,22.0,35.0,61.0,118.0,0.0,0.0,261.4,415.9,724.9,1402.3,0.0
2003,87,173.0,Shelby,4,Central,Mostly Rural,77.7,27387.0,245.0,42.0,81.0,78.0,201.0,0.0,894.6,153.4,295.8,284.8,733.9,0.0
2003,88,175.0,Stark,10,Central,Completely Rural,100.0,7603.0,32.0,5.0,20.0,19.0,44.0,0.0,420.9,65.8,263.1,249.9,578.7,0.0
2003,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,58894.0,1205.0,26.0,394.0,245.0,673.0,8.0,2046.0,44.1,669.0,416.0,1142.7,13.6
2003,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,156299.0,700.0,45.0,677.0,383.0,1182.0,77.0,447.9,28.8,433.1,245.0,756.2,49.3
2003,91,181.0,Union,1,Southern,Mostly Rural,65.9,21957.0,100.0,12.0,51.0,34.0,107.0,10.0,455.4,54.7,232.3,154.8,487.3,45.5
2003,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,101400.0,292.0,125.0,767.0,175.0,1122.0,55.0,288.0,123.3,756.4,172.6,1106.5,54.2
2003,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,15207.0,55.0,11.0,87.0,80.0,182.0,4.0,361.7,72.3,572.1,526.1,1196.8,26.3
2003,94,187.0,Warren,9,Central,Mostly Urban,45.5,21870.0,53.0,3.0,59.0,11.0,74.0,1.0,242.3,13.7,269.8,50.3,338.4,4.6
2003,95,189.0,Washington,20,Southern,Mostly Rural,73.6,18537.0,117.0,0.0,31.0,30.0,62.0,1.0,631.2,0.0,167.2,161.8,334.5,5.4
2003,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,20376.0,2.0,11.0,94.0,62.0,170.0,3.0,9.8,54.0,461.3,304.3,834.3,14.7
2003,97,193.0,White,2,Southern,Mostly Rural,62.0,17837.0,71.0,59.0,142.0,147.0,381.0,33.0,398.0,330.8,796.1,824.1,2136.0,185.0
2003,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,73286.0,214.0,211.0,344.0,177.0,747.0,15.0,292.0,287.9,469.4,241.5,1019.3,20.5
2003,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,744557.0,306.0,45.0,1178.0,88.0,1311.0,0.0,41.1,6.0,158.2,11.8,176.1,0.0
2003,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,75366.0,159.0,167.0,259.0,144.0,607.0,37.0,211.0,221.6,343.7,191.1,805.4,49.1
2003,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,355049.0,1059.0,1273.0,2075.0,891.0,4255.0,16.0,298.3,358.5,584.4,251.0,1198.4,4.5
2003,102,203.0,Woodford,11,Central,Mostly Rural,54.9,44755.0,654.0,41.0,129.0,127.0,342.0,45.0,1461.3,91.6,288.2,283.8,764.2,100.5
2004,1,1.0,Adams,8,Central,Mostly Urban,32.6,81601.0,114.0,70.0,346.0,157.0,576.0,3.0,139.7,85.8,424.0,192.4,705.9,3.7
2004,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,11067.0,104.0,16.0,74.0,34.0,142.0,18.0,939.7,144.6,668.7,307.2,1283.1,162.6
2004,3,5.0,Bond,3,Southern,Mostly Rural,60.7,21823.0,105.0,42.0,85.0,100.0,242.0,15.0,481.1,192.5,389.5,458.2,1108.9,68.7
2004,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,60996.0,351.0,242.0,246.0,155.0,657.0,22.0,575.4,396.7,403.3,254.1,1077.1,36.1
2004,5,9.0,Brown,8,Central,Mostly Urban,41.1,7829.0,0.0,19.0,4.0,33.0,59.0,3.0,0.0,242.7,51.1,421.5,753.6,38.3
2004,6,11.0,Bureau,13,Central,Mostly Rural,57.4,42589.0,46.0,6.0,94.0,50.0,151.0,1.0,108.0,14.1,220.7,117.4,354.6,2.3
2004,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,6145.0,35.0,11.0,18.0,67.0,100.0,4.0,569.6,179.0,292.9,1090.3,1627.3,65.1
2004,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,19587.0,257.0,11.0,53.0,38.0,104.0,2.0,1312.1,56.2,270.6,194.0,531.0,10.2
2004,9,17.0,Cass,8,Central,Mostly Rural,52.1,16804.0,91.0,50.0,100.0,36.0,188.0,2.0,541.5,297.5,595.1,214.2,1118.8,11.9
2004,10,19.0,Champaign,6,Central,Mostly Urban,12.7,221594.0,2786.0,47.0,832.0,314.0,1195.0,2.0,1257.3,21.2,375.5,141.7,539.3,0.9
2004,11,21.0,Christian,4,Central,Mostly Urban,43.5,42894.0,438.0,26.0,130.0,76.0,239.0,7.0,1021.1,60.6,303.1,177.2,557.2,16.3
2004,12,23.0,Clark,5,Southern,Mostly Rural,59.5,20654.0,102.0,19.0,86.0,22.0,128.0,1.0,493.9,92.0,416.4,106.5,619.7,4.8
2004,13,25.0,Clay,4,Southern,Mostly Rural,64.7,17027.0,56.0,33.0,83.0,63.0,188.0,9.0,328.9,193.8,487.5,370.0,1104.1,52.9
2004,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,44001.0,544.0,49.0,82.0,152.0,292.0,9.0,1236.3,111.4,186.4,345.4,663.6,20.5
2004,15,29.0,Coles,5,Central,Mostly Urban,24.3,61579.0,513.0,59.0,300.0,158.0,532.0,15.0,833.1,95.8,487.2,256.6,863.9,24.4
2004,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,6576448.0,8523.0,6685.0,23798.0,9782.0,41680.0,1415.0,129.6,101.7,361.9,148.7,633.8,21.5
2004,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,23762.0,341.0,46.0,129.0,131.0,318.0,12.0,1435.1,193.6,542.9,551.3,1338.3,50.5
2004,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,13334.0,18.0,13.0,16.0,25.0,54.0,0.0,135.0,97.5,120.0,187.5,405.0,0.0
2004,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,117456.0,260.0,31.0,338.0,102.0,474.0,3.0,221.4,26.4,287.8,86.8,403.6,2.6
2004,20,39.0,De Witt,6,Central,Mostly Urban,48.8,20147.0,241.0,62.0,73.0,92.0,239.0,12.0,1196.2,307.7,362.3,456.6,1186.3,59.6
2004,21,41.0,Douglas,6,Central,Mostly Rural,61.6,24646.0,58.0,105.0,110.0,110.0,349.0,24.0,235.3,426.0,446.3,446.3,1416.1,97.4
2004,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,1150011.0,2.0,427.0,1956.0,727.0,3131.0,21.0,0.2,37.1,170.1,63.2,272.3,1.8
2004,23,45.0,Edgar,5,Central,Mostly Rural,51.8,23094.0,80.0,7.0,183.0,61.0,275.0,24.0,346.4,30.3,792.4,264.1,1190.8,103.9
2004,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8075.0,25.0,5.0,37.0,18.0,64.0,4.0,309.6,61.9,458.2,222.9,792.6,49.5
2004,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,43186.0,497.0,199.0,122.0,191.0,551.0,39.0,1150.8,460.8,282.5,442.3,1275.9,90.3
2004,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,25184.0,288.0,129.0,92.0,252.0,477.0,4.0,1143.6,512.2,365.3,1000.6,1894.1,15.9
2004,27,53.0,Ford,11,Central,Mostly Urban,41.8,17316.0,133.0,26.0,48.0,110.0,189.0,5.0,768.1,150.2,277.2,635.3,1091.5,28.9
2004,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,47561.0,70.0,25.0,160.0,89.0,284.0,10.0,147.2,52.6,336.4,187.1,597.1,21.0
2004,29,57.0,Fulton,9,Central,Mostly Rural,60.0,44895.0,113.0,21.0,146.0,73.0,240.0,0.0,251.7,46.8,325.2,162.6,534.6,0.0
2004,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7331.0,27.0,12.0,51.0,33.0,96.0,0.0,368.3,163.7,695.7,450.1,1309.5,0.0
2004,31,61.0,Greene,7,Central,Mostly Rural,70.8,17411.0,246.0,6.0,54.0,32.0,93.0,1.0,1412.9,34.5,310.1,183.8,534.1,5.7
2004,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,51049.0,53.0,7.0,144.0,39.0,191.0,1.0,103.8,13.7,282.1,76.4,374.2,2.0
2004,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,10148.0,34.0,17.0,36.0,48.0,117.0,16.0,335.0,167.5,354.7,473.0,1152.9,157.7
2004,34,67.0,Hancock,9,Central,Mostly Rural,71.0,23369.0,18.0,3.0,62.0,6.0,71.0,0.0,77.0,12.8,265.3,25.7,303.8,0.0
2004,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5527.0,22.0,17.0,25.0,51.0,93.0,0.0,398.0,307.6,452.3,922.7,1682.6,0.0
2004,36,71.0,Henderson,9,Central,Mostly Rural,99.7,9514.0,37.0,1.0,20.0,6.0,27.0,0.0,388.9,10.5,210.2,63.1,283.8,0.0
2004,37,73.0,Henry,14,Central,Mostly Rural,50.3,61150.0,372.0,0.0,130.0,42.0,173.0,1.0,608.3,0.0,212.6,68.7,282.9,1.6
2004,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,37251.0,173.0,0.0,168.0,107.0,276.0,1.0,464.4,0.0,451.0,287.2,740.9,2.7
2004,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,68782.0,457.0,422.0,380.0,162.0,1037.0,73.0,664.4,613.5,552.5,235.5,1507.7,106.1
2004,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,12122.0,54.0,17.0,52.0,47.0,116.0,0.0,445.5,140.2,429.0,387.7,956.9,0.0
2004,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,48635.0,147.0,22.0,175.0,57.0,258.0,4.0,302.3,45.2,359.8,117.2,530.5,8.2
2004,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,27070.0,76.0,30.0,58.0,41.0,133.0,4.0,280.8,110.8,214.3,151.5,491.3,14.8
2004,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,26857.0,209.0,63.0,76.0,60.0,204.0,5.0,778.2,234.6,283.0,223.4,759.6,18.6
2004,44,87.0,Johnson,1,Southern,Completely Rural,100.0,15757.0,78.0,4.0,40.0,23.0,74.0,7.0,495.0,25.4,253.9,146.0,469.6,44.4
2004,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,601168.0,823.0,104.0,1147.0,299.0,1550.0,0.0,136.9,17.3,190.8,49.7,257.8,0.0
2004,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,134086.0,121.0,0.0,515.0,130.0,648.0,3.0,90.2,0.0,384.1,97.0,483.3,2.2
2004,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,92906.0,546.0,47.0,251.0,230.0,541.0,13.0,587.7,50.6,270.2,247.6,582.3,14.0
2004,48,95.0,Knox,9,Central,Mostly Urban,24.3,64101.0,70.0,11.0,141.0,24.0,176.0,0.0,109.2,17.2,220.0,37.4,274.6,0.0
2004,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,872749.0,435.0,155.0,1599.0,1250.0,3023.0,19.0,49.8,17.8,183.2,143.2,346.4,2.2
2004,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,136968.0,226.0,12.0,523.0,141.0,688.0,12.0,165.0,8.8,381.8,102.9,502.3,8.8
2004,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19576.0,156.0,0.0,131.0,107.0,238.0,0.0,796.9,0.0,669.2,546.6,1215.8,0.0
2004,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,42735.0,1.0,96.0,348.0,214.0,714.0,56.0,2.3,224.6,814.3,500.8,1670.8,131.0
2004,53,105.0,Livingston,11,Central,Mostly Urban,40.8,47395.0,324.0,21.0,173.0,62.0,259.0,3.0,683.6,44.3,365.0,130.8,546.5,6.3
2004,54,107.0,Logan,11,Central,Mostly Urban,39.9,36413.0,166.0,121.0,218.0,399.0,775.0,37.0,455.9,332.3,598.7,1095.8,2128.4,101.6
2004,55,109.0,McDonough,9,Central,Mostly Urban,29.5,37723.0,34.0,6.0,58.0,8.0,72.0,0.0,90.1,15.9,153.8,21.2,190.9,0.0
2004,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,374934.0,204.0,31.0,415.0,194.0,675.0,35.0,54.4,8.3,110.7,51.7,180.0,9.3
2004,57,113.0,McLean,11,Central,Mostly Urban,16.5,192897.0,319.0,55.0,790.0,156.0,1045.0,44.0,165.4,28.5,409.5,80.9,541.7,22.8
2004,58,115.0,Macon,6,Central,Mostly Urban,15.3,134359.0,322.0,12.0,600.0,99.0,711.0,0.0,239.7,8.9,446.6,73.7,529.2,0.0
2004,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,59256.0,135.0,271.0,215.0,104.0,596.0,6.0,227.8,457.3,362.8,175.5,1005.8,10.1
2004,60,119.0,Madison,3,Southern,Mostly Urban,13.3,323170.0,562.0,8.0,1174.0,202.0,1385.0,1.0,173.9,2.5,363.3,62.5,428.6,0.3
2004,61,121.0,Marion,4,Southern,Mostly Urban,45.1,49137.0,168.0,137.0,339.0,230.0,756.0,50.0,341.9,278.8,689.9,468.1,1538.6,101.8
2004,62,123.0,Marshall,10,Central,Completely Rural,100.0,15863.0,211.0,8.0,38.0,34.0,87.0,7.0,1330.1,50.4,239.6,214.3,548.4,44.1
2004,63,125.0,Mason,8,Central,Mostly Rural,77.5,19236.0,81.0,30.0,54.0,46.0,135.0,5.0,421.1,156.0,280.7,239.1,701.8,26.0
2004,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18522.0,463.0,22.0,85.0,47.0,161.0,7.0,2499.7,118.8,458.9,253.8,869.2,37.8
2004,65,129.0,Menard,8,Central,Mostly Rural,75.7,15437.0,130.0,12.0,37.0,34.0,84.0,1.0,842.1,77.7,239.7,220.3,544.1,6.5
2004,66,131.0,Mercer,14,Central,Mostly Rural,77.8,20374.0,166.0,6.0,53.0,26.0,87.0,2.0,814.8,29.4,260.1,127.6,427.0,9.8
2004,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,38047.0,190.0,2.0,84.0,4.0,90.0,0.0,499.4,5.3,220.8,10.5,236.5,0.0
2004,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,36433.0,189.0,201.0,126.0,187.0,514.0,0.0,518.8,551.7,345.8,513.3,1410.8,0.0
2004,69,137.0,Morgan,7,Central,Mostly Urban,36.2,43286.0,121.0,112.0,181.0,147.0,458.0,18.0,279.5,258.7,418.1,339.6,1058.1,41.6
2004,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,17678.0,73.0,59.0,51.0,84.0,204.0,10.0,412.9,333.7,288.5,475.2,1154.0,56.6
2004,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,66465.0,450.0,37.0,123.0,128.0,290.0,2.0,677.0,55.7,185.1,192.6,436.3,3.0
2004,72,143.0,Peoria,10,Central,Mostly Urban,14.6,224274.0,3120.0,0.0,943.0,177.0,1166.0,46.0,1391.2,0.0,420.5,78.9,519.9,20.5
2004,73,145.0,Perry,20,Southern,Mostly Urban,43.6,27084.0,265.0,1.0,62.0,28.0,91.0,0.0,978.4,3.7,228.9,103.4,336.0,0.0
2004,74,147.0,Piatt,6,Central,Mostly Rural,67.7,20012.0,61.0,66.0,30.0,60.0,161.0,5.0,304.8,329.8,149.9,299.8,804.5,25.0
2004,75,149.0,Pike,8,Central,Mostly Rural,72.3,20411.0,60.0,17.0,74.0,210.0,329.0,28.0,294.0,83.3,362.5,1028.9,1611.9,137.2
2004,76,151.0,Pope,1,Southern,Completely Rural,100.0,4932.0,17.0,15.0,19.0,29.0,77.0,14.0,344.7,304.1,385.2,588.0,1561.2,283.9
2004,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8450.0,125.0,8.0,47.0,29.0,88.0,4.0,1479.3,94.7,556.2,343.2,1041.4,47.3
2004,78,155.0,Putnam,10,Central,Completely Rural,100.0,7288.0,52.0,16.0,30.0,26.0,81.0,9.0,713.5,219.5,411.6,356.8,1111.4,123.5
2004,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,39981.0,150.0,1.0,93.0,21.0,118.0,3.0,375.2,2.5,232.6,52.5,295.1,7.5
2004,80,159.0,Richland,2,Southern,Mostly Urban,43.5,19356.0,59.0,42.0,138.0,119.0,320.0,21.0,304.8,217.0,713.0,614.8,1653.2,108.5
2004,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,178399.0,412.0,971.0,853.0,182.0,2010.0,4.0,230.9,544.3,478.1,102.0,1126.7,2.2
2004,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,323311.0,1192.0,46.0,947.0,164.0,1157.0,0.0,368.7,14.2,292.9,50.7,357.9,0.0
2004,83,165.0,Saline,1,Southern,Mostly Urban,43.7,31871.0,110.0,72.0,153.0,149.0,378.0,4.0,345.1,225.9,480.1,467.5,1186.0,12.6
2004,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,236148.0,1315.0,26.0,637.0,525.0,1190.0,1.0,556.9,11.0,269.7,222.3,503.9,0.4
2004,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,8500.0,1.0,27.0,37.0,68.0,134.0,2.0,11.8,317.6,435.3,800.0,1576.5,23.5
2004,87,173.0,Shelby,4,Central,Mostly Rural,77.7,27051.0,241.0,60.0,87.0,71.0,218.0,0.0,890.9,221.8,321.6,262.5,805.9,0.0
2004,88,175.0,Stark,10,Central,Completely Rural,100.0,7542.0,40.0,2.0,19.0,11.0,33.0,1.0,530.4,26.5,251.9,145.8,437.5,13.3
2004,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,58497.0,1267.0,54.0,386.0,275.0,726.0,11.0,2165.9,92.3,659.9,470.1,1241.1,18.8
2004,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,156913.0,1062.0,15.0,552.0,361.0,969.0,41.0,676.8,9.6,351.8,230.1,617.5,26.1
2004,91,181.0,Union,1,Southern,Mostly Rural,65.9,21883.0,112.0,21.0,74.0,31.0,132.0,6.0,511.8,96.0,338.2,141.7,603.2,27.4
2004,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,101115.0,411.0,134.0,593.0,224.0,1251.0,300.0,406.5,132.5,586.5,221.5,1237.2,296.7
2004,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,15128.0,48.0,7.0,87.0,53.0,147.0,0.0,317.3,46.3,575.1,350.3,971.7,0.0
2004,94,187.0,Warren,9,Central,Mostly Urban,45.5,21387.0,36.0,1.0,46.0,19.0,66.0,0.0,168.3,4.7,215.1,88.8,308.6,0.0
2004,95,189.0,Washington,20,Southern,Mostly Rural,73.6,18388.0,170.0,0.0,38.0,22.0,61.0,1.0,924.5,0.0,206.7,119.6,331.7,5.4
2004,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,20233.0,89.0,12.0,107.0,71.0,193.0,3.0,439.9,59.3,528.8,350.9,953.9,14.8
2004,97,193.0,White,2,Southern,Mostly Rural,62.0,17924.0,54.0,50.0,138.0,145.0,352.0,19.0,301.3,279.0,769.9,809.0,1963.8,106.0
2004,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,73089.0,169.0,151.0,339.0,164.0,665.0,11.0,231.2,206.6,463.8,224.4,909.8,15.1
2004,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,779468.0,282.0,86.0,1182.0,96.0,1366.0,2.0,36.2,11.0,151.6,12.3,175.2,0.3
2004,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,76248.0,161.0,259.0,281.0,150.0,734.0,44.0,211.2,339.7,368.5,196.7,962.6,57.7
